Count,Site ID number,Parameter,Start date,Start time,End date,End time,Sampling Strategy,Model Iterations,subsamples,percent culled,Mean ,SD of Mean (column L),5th Percentile,10th Percentile,20th Percentile,30th Percentile,40th Percentile,50th Percentile,60th Percentile,70th Percentile,80th Percentile,90th Percentile,95th Percentile,Mean Abs diff of mean,SD of abs diff of mean,Mean Abs diff of 5th percentile,Abs diff 10th,Abs diff 20th,Abs diff 30th,Abs diff 40th,Abs diff 50th,Abs diff 60th,Abs diff 70th,Abs diff 80th,Abs diff 90th,Abs diff 95th,Rel diff mean,SD of rel diff of mean,Rel diff 5th,Rel diff 10th,Rel diff 20th,Rel diff 30th,Rel diff 40th,Rel diff 50th,Rel diff 60th,Rel diff 70th,Rel diff 80th,Rel diff 90th,Rel diff 95th,SD of abs diff of 5th,SD of abs diff of 10th,SD of abs diff of 20th,SD of abs diff of 30th,SD of abs diff of 40th,SD of abs diff of 50th,SD of abs diff of 60th,SD of abs diff of 70th,SD of abs diff of 80th,SD of abs diff of 90th,SD of abs diff of 95th,SD of rel diff of 5th,SD of rel diff of 10th,SD of rel diff of 20th,SD of rel diff of 30th,SD of rel diff of 40th,SD of rel diff of 50th,SD of rel diff of 60th,SD of rel diff of 70th,SD of rel diff of 80th,SD of rel diff of 90th,SD of rel diff of 95th
1,03346500,"Temperature, water, &#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,40,perc culled,14.688688,0.0,1.9702,2.8971,4.6542,6.9651,10.3767,14.3735,18.709,22.5501,24.9273,26.5981,27.432,0.05348090909090946,0.0,-2.0761,-1.7028,-1.138,-0.6603,-0.2576,0.0717,0.3843,0.7751,1.2543,1.8616,2.2347,-3.2503705605052975,0.0,-35.1985,-25.0097,-16.0024,-10.2043,-4.7218,-0.0622,3.7542,7.622,10.8905,15.4184,19.9948,2.0374,1.9113,1.6231,1.3218,1.1108,1.042,1.0908,1.3027,1.6494,2.0258,2.1518,29.3551,25.7305,20.9862,18.2399,15.4601,13.5044,12.2926,11.9341,13.0241,15.4266,17.7959
1,03346500,"Temperature, water, &#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,50,perc culled,14.688688,0.0,1.9205,2.9179,4.6471,6.9232,10.2102,14.3137,18.7429,22.7407,25.0328,26.6559,27.5067,0.05348090909090946,0.0,-1.8419,-1.491,-1.0196,-0.6077,-0.2421,0.0391,0.3051,0.665,1.1019,1.6592,2.0152,-3.2503705605052975,0.0,-31.8036,-22.7972,-15.1661,-9.6841,-4.9814,-0.2238,3.4429,7.1921,10.2886,14.5333,18.4925,1.8571,1.7368,1.5125,1.2335,1.0188,0.9441,0.9564,1.1202,1.4209,1.7148,1.8591,29.6271,25.1431,20.5383,17.5864,15.282,12.5157,11.435,10.7484,11.9706,14.0423,16.1213
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,5,perc culled,4066.4876199999994,0.0,650.6604,830.6253,1190.5552,1709.8193,2388.4176,3067.016,4164.0228,5261.0296,6632.6044,8278.7472,9101.8186,20.425833636363812,0.0,-1987.726,-1839.5811,-1573.0767,-1271.0489,-869.9409,-417.5881,210.9838,1097.0422,2188.0487,3048.0617,3366.5078,-7.439077334652282,0.0,-505.8533,-418.5509,-329.7643,-202.3371,-97.1458,-52.128,-11.9082,11.715,27.4367,36.0386,39.077,2225.0066,2130.7064,1977.5898,1835.0337,1706.0548,1689.9076,1878.0015,2282.626,2748.8536,3003.8562,3056.9618,814.6788,658.2133,505.824,312.5586,170.9914,119.5383,72.5164,50.5414,38.5789,34.8771,34.2218
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,10,perc culled,4066.4876199999994,0.0,240.1402,320.4753,604.0698,1041.0205,1737.9769,2704.9805,3967.6416,5548.986,7397.7228,9482.3024,10772.7962,20.425833636363812,0.0,-1621.5679,-1439.6007,-1084.8763,-783.4233,-467.8081,-149.9636,309.2991,811.7017,1457.1009,2101.1726,2365.1465,-7.439077334652282,0.0,-178.9898,-149.7763,-106.3265,-67.9031,-37.7773,-18.8891,-1.3175,11.7553,22.8426,30.258,33.904,1680.7802,1601.661,1378.3124,1201.7838,1076.0671,1019.5765,1165.5075,1473.8089,1871.9923,2143.5587,2207.1609,234.0665,208.3192,167.6548,122.046,83.057,64.4743,46.9042,37.304,31.1783,29.7775,29.0005
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,15,perc culled,4066.4876199999994,0.0,193.3754,273.8912,507.7511,944.0388,1628.8566,2550.364,3891.7536,5562.5972,7599.9188,9867.094,11358.449,20.425833636363812,0.0,-1479.1886,-1271.5381,-916.9506,-637.6608,-368.8442,-80.9546,274.906,676.0715,1165.2405,1658.3186,1932.8899,-7.439077334652282,0.0,-134.2615,-109.6677,-81.1533,-53.0498,-30.2397,-14.0719,0.2567,10.9064,20.613,27.8861,31.7845,1510.6986,1418.9913,1201.4181,1037.3123,920.4909,867.0928,995.5375,1249.7805,1532.6969,1723.2688,1794.0769,168.7172,152.4233,126.4542,93.5169,69.5952,53.8758,39.6722,32.2456,27.4169,26.7162,26.4943
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,20,perc culled,4066.4876199999994,0.0,161.2452,229.3599,466.0228,856.811,1494.6918,2492.147,3862.7662,5668.749,7772.37,10148.393,11565.1465,20.425833636363812,0.0,-1349.0983,-1111.1737,-803.7894,-533.7801,-289.522,-69.2446,215.5984,547.1261,935.4064,1412.8982,1687.9997,-7.439077334652282,0.0,-106.804,-85.2354,-58.2671,-38.938,-22.3885,-10.0592,0.8984,10.2796,18.3676,25.5715,29.6048,1350.8011,1252.2141,1064.1445,887.2089,772.7213,720.0382,819.6136,1002.3958,1232.4455,1441.5615,1517.7745,127.7721,111.6659,86.375,67.5596,51.3368,41.1164,32.9342,27.5777,24.4754,23.8206,23.441
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,25,perc culled,4066.4876199999994,0.0,149.0804,212.2169,415.7088,820.6458,1468.3978,2433.646,3829.0768,5655.4178,7938.01,10317.242,11853.358,20.425833636363812,0.0,-1265.3426,-1009.7263,-733.0258,-489.8186,-272.2236,-70.0406,199.804,468.7102,820.8709,1209.0228,1455.4543,-7.439077334652282,0.0,-88.2285,-70.1053,-49.115,-33.2005,-19.1258,-8.6462,0.7128,8.8899,16.544,23.1773,26.8779,1207.3095,1118.5495,942.0591,775.7457,679.5438,637.0083,734.2664,867.7022,1054.4138,1231.938,1315.1108,85.537,75.8909,62.8518,52.8909,42.2495,35.6032,29.1043,25.2645,23.1565,22.992,22.8834
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,30,perc culled,4066.4876199999994,0.0,136.7863,194.8207,372.4669,758.7741,1364.142,2305.7775,3716.653,5709.63,8031.838,10421.052,12062.7395,20.425833636363812,0.0,-1193.9717,-933.4247,-652.6694,-422.9374,-221.9212,-43.0779,179.5118,423.5332,741.369,1111.0651,1353.3776,-7.439077334652282,0.0,-70.6305,-55.9892,-38.3172,-25.6886,-14.6325,-5.7509,1.9899,9.7261,16.5436,23.0633,26.9233,1117.7389,1033.3207,855.917,703.6981,598.7221,557.8909,651.7272,786.1139,953.3772,1125.6244,1205.4558,70.0356,62.2895,49.7069,41.2129,34.2251,30.0782,26.7644,23.8259,21.7838,21.5225,21.3701
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,40,perc culled,4066.4876199999994,0.0,123.6364,179.6852,336.2175,686.1472,1296.3318,2224.4045,3702.0928,5692.524,8134.206,10577.998,12203.09,20.425833636363812,0.0,-1073.0071,-822.3751,-563.4066,-360.3404,-187.7382,-27.1732,160.8424,371.5369,640.8335,968.0454,1176.2132,-7.439077334652282,0.0,-53.9797,-42.1505,-28.6057,-19.091,-10.5612,-3.1921,3.6329,9.8022,15.8803,21.9718,25.8544,1085.4026,965.0928,763.7358,630.0483,535.6603,496.0222,562.0582,652.894,792.5747,974.8511,1051.8015,55.7855,49.3503,40.8548,33.8581,28.9896,25.2737,23.011,21.449,20.29,20.2186,20.127
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,50,perc culled,4066.4876199999994,0.0,123.3748,180.7479,325.505,674.9778,1281.5578,2208.296,3697.767,5731.026,8160.28,10604.279,12184.8045,20.425833636363812,0.0,-966.1747,-750.0785,-522.2784,-337.3747,-177.1027,-19.065,165.0924,342.4362,583.1537,863.4066,1061.0861,-7.439077334652282,0.0,-48.46,-38.0407,-26.1356,-17.1741,-9.6391,-3.1114,2.7026,8.4069,13.8987,19.6396,23.0711,949.8333,849.976,695.8338,569.9468,486.7535,445.7652,517.4806,590.5943,737.4268,905.0395,978.0726,47.547,41.7346,34.8723,29.1621,25.1224,22.466,20.9086,19.4973,18.4882,18.5799,18.5744
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,5,perc culled,23.1863388,0.0,18.2936,18.7055,19.5293,20.4882,21.5824,22.6765,24.0015,25.3265,26.7719,28.3376,29.1205,0.02601618181818094,0.0,-2.6074,-2.4207,-2.0422,-1.5092,-0.9375,-0.273,0.4054,1.2344,2.2661,3.22,3.4966,-0.059295818451751955,0.0,-13.2531,-12.2645,-10.264,-7.4962,-4.7242,-1.7516,1.0976,4.2472,7.8417,10.8121,11.6662,2.4669,2.4155,2.3203,2.2964,2.327,2.4603,2.6011,2.8025,3.0558,3.2047,3.216,12.5775,12.4059,11.7875,11.527,11.3587,11.3569,11.2197,11.1888,10.9028,10.5721,10.492
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,10,perc culled,23.1863388,0.0,17.5225,17.8584,18.749,19.7745,21.0387,22.4607,23.9913,25.6794,27.5375,29.4932,30.5967,0.02601618181818094,0.0,-1.8991,-1.7143,-1.3457,-0.9334,-0.5228,-0.078,0.3864,0.8989,1.5381,2.1852,2.4544,-0.059295818451751955,0.0,-9.1548,-8.3092,-6.4453,-4.4143,-2.5264,-0.6176,1.3231,3.269,5.5142,7.6156,8.5093,1.7842,1.7503,1.6473,1.6405,1.6321,1.6614,1.7673,1.8912,2.0601,2.1793,2.2062,8.6691,8.611,8.0148,7.8643,7.5619,7.5047,7.4888,7.4383,7.4812,7.4938,7.4988
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,15,perc culled,23.1863388,0.0,17.2564,17.6044,18.425,19.4671,20.7658,22.2432,23.9264,25.7886,27.8349,30.0386,31.2556,0.02601618181818094,0.0,-1.6416,-1.4176,-1.0593,-0.7025,-0.3623,0.0017,0.3848,0.7963,1.2786,1.7793,2.048,-0.059295818451751955,0.0,-7.5744,-6.5246,-4.8904,-3.2446,-1.6944,-0.1362,1.4281,2.9654,4.6745,6.4315,7.3549,1.4834,1.4187,1.301,1.2832,1.2654,1.3128,1.3964,1.5098,1.6906,1.8075,1.852,6.8615,6.5656,6.1315,5.9489,5.8114,5.7465,5.7961,5.9321,6.2275,6.4129,6.4814
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,20,perc culled,23.1863388,0.0,17.1683,17.4711,18.273,19.3226,20.6229,22.1347,23.9479,25.9233,28.141,30.3534,31.5346,0.02601618181818094,0.0,-1.4344,-1.21,-0.9042,-0.5912,-0.3107,-0.0056,0.3196,0.6561,1.0667,1.503,1.7506,-0.059295818451751955,0.0,-6.4829,-5.5197,-4.1142,-2.6596,-1.4066,-0.1097,1.2536,2.5323,3.9771,5.5165,6.3611,1.241,1.2004,1.1024,1.0826,1.0723,1.1053,1.1795,1.2715,1.4192,1.5386,1.5846,5.776,5.6157,5.1434,4.9606,4.8038,4.8403,4.9323,5.0571,5.3332,5.5324,5.5956
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,25,perc culled,23.1863388,0.0,17.1086,17.4399,18.2125,19.3136,20.6151,22.0883,23.853,25.8383,28.1142,30.4578,31.6775,0.02601618181818094,0.0,-1.2542,-1.0539,-0.7686,-0.4907,-0.2448,0.0088,0.2803,0.601,0.9589,1.3509,1.6004,-0.059295818451751955,0.0,-5.6808,-4.7453,-3.4755,-2.2495,-1.1334,-0.06,1.0646,2.301,3.5969,5.007,5.8774,1.0787,1.0352,0.9234,0.908,0.9008,0.9085,0.9589,1.0554,1.1786,1.2672,1.3129,4.9298,4.6858,4.2632,4.1587,3.9808,3.9782,4.0011,4.2333,4.4727,4.5943,4.707
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,30,perc culled,23.1863388,0.0,17.0862,17.3846,18.12,19.2081,20.5822,22.216,24.0055,25.9956,28.2146,30.5597,31.8511,0.02601618181818094,0.0,-1.2384,-1.0525,-0.7672,-0.4965,-0.2554,-0.014,0.2453,0.5395,0.8568,1.2158,1.4503,-0.059295818451751955,0.0,-5.4996,-4.705,-3.4199,-2.2194,-1.1506,-0.1119,0.9868,2.0828,3.2332,4.541,5.3476,1.1355,1.1007,0.9942,0.9527,0.9157,0.9156,0.9509,1.032,1.1411,1.2543,1.3149,5.1127,4.9663,4.4927,4.2199,3.9971,3.9371,3.9996,4.1262,4.3623,4.6373,4.7641
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,40,perc culled,23.1863388,0.0,17.0235,17.3411,18.0263,19.1576,20.5514,22.1436,23.9688,26.0805,28.446,30.8039,31.9861,0.02601618181818094,0.0,-1.0976,-0.917,-0.6589,-0.4266,-0.2139,-0.0008,0.2103,0.4285,0.6919,0.9883,1.196,-0.059295818451751955,0.0,-4.7804,-4.0411,-2.8918,-1.8843,-0.9649,-0.0626,0.8099,1.7038,2.6767,3.7612,4.4974,0.9652,0.9213,0.8251,0.796,0.7566,0.7485,0.7769,0.8073,0.8913,0.9753,1.0227,4.2499,4.137,3.7245,3.5502,3.3433,3.2719,3.2464,3.32,3.5172,3.6773,3.79
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,50,perc culled,23.1863388,0.0,17.0154,17.3339,17.9949,19.0931,20.518,22.1489,23.9858,26.0192,28.4265,30.8256,32.1086,0.02601618181818094,0.0,-0.9643,-0.7971,-0.5841,-0.3765,-0.1859,-0.0016,0.1818,0.3779,0.6174,0.9033,1.0929,-0.059295818451751955,0.0,-4.1958,-3.5029,-2.5696,-1.6986,-0.8495,-0.0422,0.7231,1.5093,2.4136,3.4441,4.1266,0.8445,0.8101,0.7291,0.6868,0.653,0.6344,0.6452,0.6915,0.7734,0.8748,0.9217,3.7241,3.6016,3.2759,3.0794,2.8481,2.6986,2.7259,2.8361,3.0712,3.3049,3.4261
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,5,perc culled,403.31998,0.0,279.2472,295.1604,326.9868,356.1078,382.5234,408.939,433.037,457.135,480.572,503.348,514.736,-0.5269363636363636,0.0,-71.1282,-62.353,-43.4748,-26.1014,-10.3674,5.547,17.6356,28.3028,41.864,57.411,61.529,-0.5594346513208288,0.0,-29.8425,-24.2487,-15.1711,-8.5339,-3.2875,0.965,4.0063,6.5132,9.4813,12.4633,13.3276,62.931,62.2919,60.1286,58.1923,56.3153,54.8448,53.5067,53.4628,51.8778,50.0846,50.484,26.9809,24.4906,20.2869,17.1212,14.7447,13.1,12.3497,12.2101,11.6885,11.0962,11.2602
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,10,perc culled,403.31998,0.0,249.0546,273.6282,312.1274,347.4112,381.1402,412.5925,441.7016,469.3772,496.1896,522.1282,536.0431,-0.5269363636363636,0.0,-50.9679,-44.4792,-30.8356,-18.391,-7.9983,2.1722,10.824,18.8037,28.7088,40.128,44.6292,-0.5594346513208288,0.0,-20.2608,-16.7712,-10.4257,-5.6946,-2.4818,0.4743,2.6225,4.5539,6.7929,9.5055,10.605,44.1608,44.1731,42.1967,40.7552,38.9333,36.5566,36.2275,36.3536,36.0004,35.114,35.4712,18.4207,17.3004,14.346,11.7088,10.1017,8.8891,8.6134,8.572,8.428,8.6307,8.8357
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,15,perc culled,403.31998,0.0,235.2748,261.7556,304.8226,343.8464,380.7748,413.775,443.6832,471.5492,499.7566,528.479,543.2745,-0.5269363636363636,0.0,-40.2053,-34.3587,-23.5048,-14.1759,-6.1411,2.3734,9.5213,16.4209,24.746,33.8561,38.0896,-0.5594346513208288,0.0,-15.2208,-12.357,-7.8889,-4.5061,-1.9232,0.4336,2.2763,4.0349,6.1215,8.4484,9.5887,36.1658,35.7798,34.6847,33.32,32.1056,30.4049,29.7114,29.7392,30.0996,30.3147,30.9359,14.5172,13.6008,11.3538,9.6232,8.3799,7.4429,7.2207,7.2845,7.5197,7.9751,8.2855
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,20,perc culled,403.31998,0.0,231.3286,257.975,302.127,341.4778,379.7212,414.893,446.0424,473.5927,502.2534,532.183,548.1507,-0.5269363636363636,0.0,-35.9824,-30.0017,-20.3157,-12.3241,-5.325,1.4406,7.4054,13.8181,21.0591,29.7576,34.2308,-0.5594346513208288,0.0,-13.574,-10.5407,-6.6388,-3.8005,-1.6601,0.294,1.855,3.4158,5.255,7.483,8.8976,29.2519,28.8142,27.8081,26.8326,26.1737,25.1701,24.8717,25.0058,24.9521,25.2584,25.4262,11.4398,10.4831,8.8873,7.8177,6.9508,6.2416,6.1138,6.198,6.3121,6.9276,7.3625
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,25,perc culled,403.31998,0.0,225.7444,254.9628,298.3058,338.5296,378.239,414.995,446.3226,474.462,504.505,535.5322,551.2906,-0.5269363636363636,0.0,-30.8501,-25.8642,-17.4912,-10.7626,-4.4438,1.718,7.1354,12.9774,19.3314,26.9268,31.1733,-0.5594346513208288,0.0,-11.3484,-8.9762,-5.6572,-3.3642,-1.3952,0.3759,1.8203,3.2836,4.9329,6.9497,8.3284,26.0609,25.5829,24.3591,23.6345,23.0904,22.2497,21.8645,21.9532,22.509,23.3683,23.659,10.0157,9.2416,8.0269,6.9342,6.1137,5.5036,5.4042,5.5561,5.7638,6.4007,6.886
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,30,perc culled,403.31998,0.0,225.0049,254.8596,299.0038,341.3072,381.408,417.2945,448.1778,476.7518,506.759,538.0751,553.7926,-0.5269363636363636,0.0,-30.1235,-25.5896,-18.0501,-11.5962,-5.758,-0.0918,5.0185,10.2224,16.0852,22.9373,26.9913,-0.5594346513208288,0.0,-10.9445,-8.7997,-5.8263,-3.5342,-1.6872,-0.0381,1.3003,2.6196,4.1792,5.997,7.2676,24.4264,24.0493,22.6959,21.6489,20.9518,20.3431,20.3267,20.5001,20.7148,21.1464,21.4005,9.3256,8.6597,7.3108,6.2047,5.5918,5.0857,5.0611,5.1874,5.4327,5.8749,6.209
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,40,perc culled,403.31998,0.0,220.9368,251.6267,297.3242,341.7961,383.0876,419.7015,450.9748,479.4036,509.1336,540.2521,556.1739,-0.5269363636363636,0.0,-26.7022,-22.4878,-15.981,-10.5028,-5.6143,-0.981,3.2196,7.4332,12.5008,18.6963,22.4596,-0.5594346513208288,0.0,-9.3855,-7.494,-4.9171,-3.1104,-1.6561,-0.2951,0.8358,1.9233,3.3084,4.9774,6.2762,20.3684,20.0134,19.017,18.068,17.4084,16.8571,16.5643,16.6395,16.9807,17.6984,18.328,7.7524,7.1553,6.0324,5.2203,4.741,4.271,4.1675,4.26,4.403,4.9119,5.546
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,50,perc culled,403.31998,0.0,220.0632,249.7164,295.414,339.0632,381.4,418.278,448.8442,477.8922,508.0694,541.3085,557.7472,-0.5269363636363636,0.0,-22.6796,-18.7053,-13.3021,-8.5475,-4.3582,-0.0557,3.8005,7.7689,12.2417,17.6875,21.0076,-0.5594346513208288,0.0,-8.0331,-6.3221,-4.1599,-2.609,-1.3368,-0.0275,0.9952,2.0311,3.2588,4.7762,5.8802,18.8418,18.3695,17.268,16.589,16.014,15.5375,15.4976,15.6883,15.8924,16.3495,16.8273,7.0238,6.4754,5.4253,4.8096,4.408,3.9627,3.8999,4.0391,4.177,4.6115,5.0495
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,5,perc culled,8.964545999999999,0.0,6.3504,6.6682,7.3039,7.9045,8.47,9.0355,9.6302,10.2249,10.7903,11.3264,11.5945,-0.00435045454545447,0.0,-1.5698,-1.4588,-1.0909,-0.6579,-0.3411,-0.037,0.296,0.5879,1.0079,1.2225,1.338,-0.26928257157272645,0.0,-28.0102,-25.4242,-17.3579,-9.4654,-4.8199,-0.9977,2.7573,5.8216,9.5499,11.6177,12.6089,1.3252,1.3237,1.3178,1.2966,1.2823,1.2708,1.2452,1.2411,1.1951,1.1988,1.2043,24.6158,23.7274,20.4657,17.2941,15.5332,14.3419,12.882,12.1785,11.0205,11.1257,11.1759
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,10,perc culled,8.964545999999999,0.0,5.6416,6.1215,6.9026,7.6559,8.3691,9.0638,9.7594,10.443,11.1041,11.7688,12.0859,-0.00435045454545447,0.0,-1.0986,-0.9872,-0.7059,-0.4421,-0.2383,-0.0288,0.1958,0.4092,0.6821,0.896,1.0049,-0.26928257157272645,0.0,-18.2483,-16.0026,-10.8749,-6.219,-3.2701,-0.6011,2.0247,4.2026,6.9459,9.0131,10.2099,0.9939,0.9901,0.9656,0.9312,0.8962,0.8776,0.8592,0.862,0.8231,0.8525,0.8639,17.3152,16.6881,14.4891,12.0353,11.0519,10.2158,9.4439,9.0118,8.2105,8.4769,8.7226
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,15,perc culled,8.964545999999999,0.0,5.2797,5.7893,6.6745,7.5292,8.3286,9.0806,9.8387,10.5936,11.3333,11.9795,12.3027,-0.00435045454545447,0.0,-0.8649,-0.7492,-0.544,-0.3533,-0.1754,-0.0043,0.1685,0.332,0.5289,0.7072,0.8237,-0.26928257157272645,0.0,-13.1809,-11.4349,-7.8637,-4.7843,-2.4403,-0.2664,1.7453,3.6177,5.7372,7.7654,9.0962,0.7491,0.7332,0.7178,0.6874,0.6715,0.6675,0.6566,0.6557,0.6348,0.6589,0.6797,12.2674,11.8894,10.4907,8.8985,8.305,7.8025,7.3932,7.0803,6.7359,7.2832,7.6816
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,20,perc culled,8.964545999999999,0.0,5.2745,5.7561,6.6134,7.4655,8.2427,9.0348,9.7942,10.5815,11.3744,12.0568,12.38,-0.00435045454545447,0.0,-0.7663,-0.6562,-0.4672,-0.2917,-0.1424,0.0101,0.164,0.305,0.476,0.6408,0.7524,-0.26928257157272645,0.0,-11.8162,-9.9165,-6.619,-3.9272,-1.9418,-0.0791,1.7109,3.2975,5.1934,7.0607,8.3257,0.6597,0.647,0.6274,0.5963,0.5905,0.5948,0.5998,0.6003,0.5998,0.6249,0.6427,10.592,10.0809,8.824,7.654,7.2638,6.9515,6.6765,6.6132,6.4091,7.0148,7.3763
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,25,perc culled,8.964545999999999,0.0,5.1611,5.6555,6.5435,7.4662,8.2911,9.0582,9.8492,10.6703,11.4483,12.1221,12.4267,-0.00435045454545447,0.0,-0.6933,-0.589,-0.4115,-0.2623,-0.1302,-0.0082,0.1263,0.2558,0.4014,0.5507,0.6615,-0.26928257157272645,0.0,-10.1681,-8.5743,-5.7464,-3.485,-1.7483,-0.2561,1.3277,2.8674,4.541,6.1435,7.4791,0.594,0.5814,0.5541,0.5346,0.5283,0.5232,0.5163,0.5209,0.5199,0.5507,0.5693,9.2868,8.8729,7.7054,6.8336,6.3573,6.0817,5.8468,5.8713,5.7641,6.197,6.5593
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,30,perc culled,8.964545999999999,0.0,5.1225,5.5877,6.5134,7.4391,8.3026,9.0556,9.8495,10.6823,11.5148,12.15,12.4527,-0.00435045454545447,0.0,-0.6207,-0.5232,-0.3778,-0.2463,-0.1214,-0.0099,0.1148,0.2304,0.3592,0.5087,0.6111,-0.26928257157272645,0.0,-8.9903,-7.4912,-5.1245,-3.2441,-1.6342,-0.215,1.2384,2.6163,4.0938,5.7438,7.0095,0.5341,0.5189,0.5011,0.4752,0.4653,0.457,0.4464,0.4379,0.4445,0.4758,0.4914,8.1635,7.7488,6.7905,6.1558,5.6455,5.3597,5.0949,5.0353,4.9471,5.3848,5.7336
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,40,perc culled,8.964545999999999,0.0,5.117,5.5665,6.4875,7.474,8.303,9.0919,9.8851,10.7057,11.5494,12.1898,12.4956,-0.00435045454545447,0.0,-0.566,-0.478,-0.3446,-0.2294,-0.1271,-0.0232,0.0776,0.1795,0.2995,0.4228,0.5172,-0.26928257157272645,0.0,-8.0616,-6.7066,-4.6214,-3.0227,-1.6753,-0.4081,0.7941,1.9933,3.3912,4.8043,5.9709,0.4577,0.4454,0.4216,0.3997,0.3952,0.3911,0.3841,0.3939,0.3942,0.4177,0.4374,7.0271,6.6534,5.8047,5.1051,4.8347,4.6593,4.4935,4.4816,4.3374,4.6728,5.0177
